ï»¿faction_id|id|name|cost|detachment|detachment_id|legend|description|
CSM|000009503003|Swollen with Power|0|Infernal Reavers|000000946|The dark power of the warp runs through this warriors twisted veins, enhancing their already transhuman physique to lend them grotesque strength and resilience.|Add 1 to the bearers Toughness characteristic. Each time the bearerâs unit attempts to <a href="/wh40k10ed/the-rules/boarding-action-rules/#Open-Hatchways">operate a Hatchway</a> that an enemy unit is trying to prevent, and each time the bearerâs unit tries to prevent an enemy unit from operating a Hatchway, in the resulting <span class="tooltip00506" data-tooltip-content="#tooltip_content00506"><span class="tt kwbu">roll</span> <span class="tt kwbu">off</span></span>, you can re-roll your result.|
CSM|000009520003|Dark Majesty|0|Champions of Chaos|000000948|The unholy power of this warrior radiates from them in a dark and malevolent nimbus that disorientates and dismays the foe.|Each time the bearer ends a <span class="tooltip00033" data-tooltip-content="#tooltip_content00033"><span class="tt kwbu">Charge</span> <span class="tt kwbu">move</span></span>, select one enemy unit within <a href="/wh40k10ed/the-rules/boarding-action-rules/#Engagement-Range">Engagement Range</a> of it. Until the start of your next <a href="/wh40k10ed/the-rules/boarding-action-rules/#Charge-Phase">Charge phase</a>, that enemy unit is stunned. While a unit is stunned, each time a model in that unit makes an attack, subtract 1 from the <span class="tooltip00031" data-tooltip-content="#tooltip_content00031"><span class="tt kwbu">Hit</span> <span class="tt kwbu">roll</span></span>.|
CSM|000010151003|Eyes of Zâdesh|25|Cabal of Chaos|000001058|This splintered crystal shows possible futures, affording its bearer the chance to act before all others.|<span class="kwb">HERETIC</span> <span class="kwb">ASTARTES</span> model only. Models in the bearerâs unit have the <span class="tooltip00100" data-tooltip-content="#tooltip_content00100"><span class="tt kwbu">Scouts</span> <span class="tt kwbu">6"</span></span> ability.|
CSM|000009512003|Vox Malevolus|0|Underdeck Uprising|000000947|This grotesque biomechanoid helm amplifies its wearerâs words through a daemonic grille-maw that fills their followers with supernatural aggression and urgency.|In the first <a href="/wh40k10ed/the-rules/core-rules/#The-Battle-Round">battle round</a>, if the bearer is on the battlefield, you can re-roll <span class="tooltip00230" data-tooltip-content="#tooltip_content00230"><span class="tt kwbu">Advance</span> <span class="tt kwbu">rolls</span></span> made for <span class="kwb">HERETIC</span> <span class="kwb">ASTARTES</span> units from your army.|
CSM|000008985003|Invigorated Mechatendrils|15|Soulforged Warpack|000000873|Suffused with warp power, the bearerâs mechatendrils undulate with unsettling celerity, propelling them forwards with unnatural speed.|<a class="kwbOne" href="/wh40k10ed/factions/chaos-space-marines/Warpsmith"><span class="kwb kwbo">WARPSMITH</span></a> model only. Add 4" to the bearerâs Move characteristic.|
CSM|000008976003|Iron Artifice|10|Fellhammer Siege-host|000000871|Forged in baleflame and witchfire, the bearerâs weapons are redolent with the entropic power of the immaterium.|<span class="tooltip00564" data-tooltip-content="#tooltip_content00564" data-tooltip-anchor="#tooltip_content00564"><span class="kwb kwbu">HERETIC</span> <span class="kwb kwbu">ASTARTES</span> <span class="kwb kwbu">INFANTRY</span></span> model only. The bearers weapons have the <span class="kwb2 bluefont"><span class="tooltip00174" data-tooltip-content="#tooltip_content00174"><span class="tt kwbu">[ANTI-VEHICLE</span> <span class="tt kwbu">4+]</span></span></span> and <span class="kwb2 bluefont"><span class="tooltip00174" data-tooltip-content="#tooltip_content00174"><span class="tt kwbu">[ANTI-FORTIFICATION</span> <span class="tt kwbu">4+]</span></span></span> abilities.|
CSM|000008981003|Cultistâs Brand|20|Chaos Cult|000000872|The masters of heretic cults are given to branding their underlings with arcane sigils of command.|<a class="kwbOne" href="/wh40k10ed/factions/chaos-space-marines/Dark-Apostle"><span class="kwb kwbo">DARK</span> <span class="kwb kwbo">APOSTLE</span></a> or <span class="tooltip00426" data-tooltip-content="#tooltip_content00426" data-tooltip-anchor="#tooltip_content00426"><span class="kwb kwbu">DAMNED</span></span> model only. If every other model in the bearerâs unit (excluding Dark Disciples) is <span class="kwb">DAMNED</span>, you can re-roll <span class="tooltip00230" data-tooltip-content="#tooltip_content00230"><span class="tt kwbu">Advance</span></span> and <span class="tooltip00033" data-tooltip-content="#tooltip_content00033"><span class="tt kwbu">Charge</span> <span class="tt kwbu">rolls</span></span> made for the bearerâs unit.|
CSM|000008964003|Falsehood|10|Deceptors|000000868|This leader conceals their presence upon the battlefield.|<span class="tooltip00562" data-tooltip-content="#tooltip_content00562" data-tooltip-anchor="#tooltip_content00562"><span class="kwb kwbu">CHAOS</span> <span class="kwb kwbu">LORD</span></span> model only (excluding <span class="tooltip00290" data-tooltip-content="#tooltip_content00290" data-tooltip-anchor="#tooltip_content00290"><span class="kwb kwbu">TERMINATOR</span></span> and <span class="tooltip00291" data-tooltip-content="#tooltip_content00291" data-tooltip-anchor="#tooltip_content00291"><span class="kwb kwbu">JUMP</span> <span class="kwb kwbu">PACK</span></span> models). In the <a href="/wh40k10ed/the-rules/pariah-nexus/#Declare-Battle-Formations">Declare Battle Formations</a> step, you can set the bearer up in <a href="/wh40k10ed/the-rules/core-rules/#2.-Reinforcements">Reserves</a> instead of setting it up on the battlefield. If you do, in the <a href="/wh40k10ed/the-rules/core-rules/#2.-Reinforcements">Reinforcements step</a> of one of your <a href="/wh40k10ed/the-rules/core-rules/#MOVEMENT-PHASE">Movement phases</a>, you can select one model in a friendly <a class="kwbOne" href="/wh40k10ed/factions/chaos-space-marines/Legionaries"><span class="kwb kwbo">LEGIONARIES</span></a> or <a class="kwbOne" href="/wh40k10ed/factions/chaos-space-marines/Chosen"><span class="kwb kwbo">CHOSEN</span></a> unit that has two or more models remaining and is on the battlefield (excluding <span class="tooltip00029" data-tooltip-content="#tooltip_content00029"><span class="tt kwbu">Attached</span> <span class="tt kwbu">units</span></span>). The selected model is <span class="tooltip00206" data-tooltip-content="#tooltip_content00206"><span class="tt kwbu">destroyed</span></span> (ignoring any rules that are triggered when a model is destroyed) and the bearer is set up as close as  possible to where that model was destroyed and only within <span class="tooltip00023" data-tooltip-content="#tooltip_content00023"><span class="tt kwbu">Engagement</span> <span class="tt kwbu">Range</span></span> of any enemy units if the destroyed model was within Engagement Range of those units. The bearer now attaches to that unit as its Leader.|
CSM|000008357003|Intoxicating Elixir|15|Pactbound Zealots|000000751|This concoction fortifies the imbiber and causes them to emit a stultifying perfume that enthrals the foe.|<span class="tooltip00565" data-tooltip-content="#tooltip_content00565" data-tooltip-anchor="#tooltip_content00565"><span class="kwb kwbu">HERETIC</span> <span class="kwb kwbu">ASTARTES</span> <span class="kwb kwbu">SLAANESH</span></span> model only. The bearer has the <span class="tooltip00119" data-tooltip-content="#tooltip_content00119"><span class="tt kwbu">Feel</span> <span class="tt kwbu">No</span> <span class="tt kwbu">Pain</span></span> 5+ ability. Each time the bearer shoots or fights, if the bearerâs unit made a <span class="tooltip00425" data-tooltip-content="#tooltip_content00425"><span class="tt kwbu">Dark</span> <span class="tt kwbu">Pact</span></span> this phase and did not fail the resulting <span class="tooltip00509" data-tooltip-content="#tooltip_content00509"><span class="tt kwbu">Leadership</span> <span class="tt kwbu">test</span></span>, after the bearer has resolved those attacks, select one enemy unit that was hit by one or more of those attacks; that enemy unit must take a <span class="tooltip00036" data-tooltip-content="#tooltip_content00036"><span class="tt kwbu">Battle-shock</span> <span class="tt kwbu">test</span></span>.|
CSM|000008968004|Mark of the Hound|25|Renegade Raiders|000000869|This unit of warriors act as their master's eyes and ears, seeking out targets of opportunity.|<span class="kwb">HERETIC</span> <span class="kwb">ASTARTES</span> model only. Models in the bearers unit have the <span class="tooltip00100" data-tooltip-content="#tooltip_content00100"><span class="tt kwbu">Scouts</span></span> 6" ability.|
CSM|000008357004|Orbs of Unlife|15|Pactbound Zealots|000000751|Nurgle's malignance fortifies his chosen and bestows upon them the gift of terrible contagion.|<span class="tooltip00566" data-tooltip-content="#tooltip_content00566" data-tooltip-anchor="#tooltip_content00566"><span class="kwb kwbu">HERETIC</span> <span class="kwb kwbu">ASTARTES</span> <span class="kwb kwbu">NURGLE</span></span> model only. At the end of the <a href="/wh40k10ed/the-rules/core-rules/#FIGHT-PHASE">Fight phase</a>, roll one D6 for every enemy unit within 3" of the bearer, adding 1 to the result if the bearerâs unit made a <span class="tooltip00425" data-tooltip-content="#tooltip_content00425"><span class="tt kwbu">Dark</span> <span class="tt kwbu">Pact</span></span> that phase and did not fail the resulting <span class="tooltip00509" data-tooltip-content="#tooltip_content00509"><span class="tt kwbu">Leadership</span> <span class="tt kwbu">test</span></span>: on a 4+, that enemy  unit suffers D3 <span class="tooltip00049" data-tooltip-content="#tooltip_content00049"><span class="tt kwbu">mortal</span> <span class="tt kwbu">wounds</span></span>.|
CSM|000008960004|Mark of Legend|10|Veterans of the Long War|000000867|This warrior has earned the patronage of a powerful daemonic entity and been rewarded with unholy powers.|<span class="tooltip00559" data-tooltip-content="#tooltip_content00559" data-tooltip-anchor="#tooltip_content00559"><span class="kwb kwbu">HERETIC</span> <span class="kwb kwbu">ASTARTES</span></span> model only (excluding <span class="tooltip00426" data-tooltip-content="#tooltip_content00426" data-tooltip-anchor="#tooltip_content00426"><span class="kwb kwbu">DAMNED</span></span> models). Once per turn, you can re-roll one <span class="tooltip00031" data-tooltip-content="#tooltip_content00031"><span class="tt kwbu">Hit</span> <span class="tt kwbu">roll</span></span>, one <span class="tooltip00006" data-tooltip-content="#tooltip_content00006"><span class="tt kwbu">Wound</span> <span class="tt kwbu">roll</span></span> or one <span class="tooltip00032" data-tooltip-content="#tooltip_content00032"><span class="tt kwbu">saving</span> <span class="tt kwbu">throw</span></span> made for the bearer.|
CSM|000008972004|Warp-fuelled Thrusters|20|Dread Talons|000000870|Bathed in warp energies, this Lordâs jump pack tears rifts in reality, allowing them to withdraw at a moment's notice.|<a class="kwbOne" href="/wh40k10ed/factions/chaos-space-marines/Chaos-Lord-with-Jump-Pack"><span class="kwb kwbo">JUMP</span> <span class="kwb kwbo">PACK</span> <span class="kwb kwbo">CHAOS</span> <span class="kwb kwbo">LORD</span></a> model only. At the end of your opponentâs turn, if the bearerâs unit is not within <span class="tooltip00023" data-tooltip-content="#tooltip_content00023"><span class="tt kwbu">Engagement</span> <span class="tt kwbu">Range</span></span> of one or more enemy units, you can remove the bearerâs unit from the battlefield and place it into <a href="/wh40k10ed/the-rules/core-rules/#Strategic-Reserves">Strategic Reserves</a>.|
CSM|000008981004|Incendiary Goad|15|Chaos Cult|000000872|The bearer of this baleflame-wreathed implement may use its searing touch to incite their followers to acts of violent savagery.|<a class="kwbOne" href="/wh40k10ed/factions/chaos-space-marines/Dark-Apostle"><span class="kwb kwbo">DARK</span> <span class="kwb kwbo">APOSTLE</span></a> or <span class="tooltip00426" data-tooltip-content="#tooltip_content00426" data-tooltip-anchor="#tooltip_content00426"><span class="kwb kwbu">DAMNED</span></span> model only. While the bearerâs unit is below its <span class="tooltip00232" data-tooltip-content="#tooltip_content00232"><span class="tt kwbu">Starting</span> <span class="tt kwbu">Strength</span></span>, add 1 to the Strength characteristic of melee weapons equipped by <span class="kwb">DAMNED</span> models in that unit, and while that unit is <span class="tooltip00233" data-tooltip-content="#tooltip_content00233"><span class="tt kwbu">Below</span> <span class="tt kwbu">Half-strength</span></span>, add 1 to the Attacks characteristic of those weapons as well.|
